order_id,date,product,region,channel,segment,units,gross_sales_gbp,discount_gbp,revenue_gbp,cogs_gbp,gross_profit_gbp,revenue_target_gbp,year,month,quarter
ORD-001438,2025-12-02,Plus,Germany,Direct,Enterprise,2,139.13,0.86,138.27,84.55,53.72,157.56,2025,2025-12,Q4
ORD-001439,2025-01-08,Plus,UK,Direct,Mid-Market,2,135.76,1.62,134.14,67.26,66.88,151.15,2025,2025-01,Q1
ORD-001440,2026-07-31,Core,UK,Direct,Mid-Market,1,42.73,2.38,40.35,25.49,14.86,39.36,2026,2026-07,Q3
ORD-001441,2025-07-23,Plus,Germany,Direct,Mid-Market,1,81.45,7.57,73.88,34.36,39.52,76.15,2025,2025-07,Q3
ORD-001442,2025-05-05,Plus,UK,Partner,SMB,2,136.46,13.39,123.07,73.92,49.15,123.78,2025,2025-05,Q2
ORD-001443,2025-10-08,Core,UAE,Online,Mid-Market,2,93.85,1.31,92.54,48.28,44.26,101.05,2025,2025-10,Q4
ORD-001444,2025-04-29,Core,UAE,Online,Enterprise,4,167.75,2.44,165.31,75.33,89.98,168.42,2025,2025-04,Q2
ORD-001445,2025-06-23,Premium,India,Direct,Enterprise,3,327.35,16.54,310.81,157.2,153.61,340.04,2025,2025-06,Q2
ORD-001446,2026-05-26,Enterprise,UK,Direct,Enterprise,2,479.31,1.23,478.08,215.91,262.17,484.7,2026,2026-05,Q2
ORD-001447,2026-02-07,Plus,Germany,Direct,Mid-Market,3,229.22,5.78,223.44,130.14,93.3,230.63,2026,2026-02,Q1
ORD-001448,2025-10-29,Plus,UK,Direct,SMB,1,75.79,0.78,75.01,49.99,25.02,78.72,2025,2025-10,Q4
ORD-001449,2025-10-18,Enterprise,UAE,Direct,Enterprise,3,700.41,42.8,657.61,402.4,255.21,620.06,2025,2025-10,Q4
ORD-001450,2025-11-11,Premium,UK,Online,SMB,1,121.37,6.62,114.75,71.08,43.67,104.77,2025,2025-11,Q4
ORD-001451,2026-03-18,Core,UK,Partner,Mid-Market,2,97.4,10.26,87.14,38.57,48.57,86.29,2026,2026-03,Q1
ORD-001452,2025-02-22,Premium,UK,Direct,Mid-Market,7,796.02,7.12,788.9,488.71,300.19,733.5,2025,2025-02,Q1
ORD-001453,2025-02-12,Premium,US,Direct,SMB,4,505.02,14.59,490.43,327.38,163.05,449.97,2025,2025-02,Q1
ORD-001454,2026-04-01,Enterprise,UK,Direct,SMB,3,665.91,69.53,596.38,256.94,339.44,558.31,2026,2026-04,Q2
ORD-001455,2025-06-17,Premium,UK,Partner,SMB,5,606.53,46.46,560.07,302.02,258.05,501.21,2025,2025-06,Q2
ORD-001456,2025-03-29,Enterprise,US,Direct,SMB,1,240.23,14.01,226.22,113.9,112.32,249.95,2025,2025-03,Q1
ORD-001457,2026-02-06,Enterprise,India,Direct,Enterprise,3,687.75,9.88,677.87,397.06,280.81,716.8,2026,2026-02,Q1
ORD-001458,2025-01-17,Plus,UAE,Online,SMB,1,67.6,1.87,65.73,35.87,29.86,67.92,2025,2025-01,Q1
ORD-001459,2026-03-14,Premium,UAE,Online,Mid-Market,1,128.18,16.73,111.45,53.36,58.09,103.96,2026,2026-03,Q1
ORD-001460,2026-03-06,Plus,US,Partner,SMB,3,236.21,2.86,233.35,120.89,112.46,265.61,2026,2026-03,Q1
ORD-001461,2026-06-14,Core,India,Direct,Enterprise,4,184.78,15.1,169.68,110.15,59.53,169.83,2026,2026-06,Q2
ORD-001462,2025-01-12,Premium,US,Online,Enterprise,2,216.63,3.18,213.45,107.97,105.48,221.55,2025,2025-01,Q1
ORD-001463,2025-01-24,Premium,Germany,Partner,SMB,2,231.84,7.27,224.57,118.76,105.81,221.44,2025,2025-01,Q1
ORD-001464,2025-12-31,Premium,UAE,Partner,Mid-Market,3,336.99,1.5,335.49,181.44,154.05,364.24,2025,2025-12,Q4
ORD-001465,2025-03-14,Plus,UAE,Direct,Mid-Market,1,73.6,7.13,66.47,32.76,33.71,71.18,2025,2025-03,Q1
ORD-001466,2025-09-15,Premium,Germany,Direct,SMB,3,370.86,14.31,356.55,153.81,202.74,378.41,2025,2025-09,Q3
ORD-001467,2025-05-04,Core,US,Partner,Mid-Market,5,223.68,2.22,221.46,94.16,127.3,242.82,2025,2025-05,Q2
ORD-001468,2025-04-11,Premium,Germany,Direct,SMB,2,252.55,9.39,243.16,150.55,92.61,245.63,2025,2025-04,Q2
ORD-001469,2026-02-28,Plus,UK,Partner,Enterprise,2,139.43,0.8,138.63,82.78,55.85,143.33,2026,2026-02,Q1
ORD-001470,2026-05-25,Premium,US,Online,SMB,1,113.78,3.87,109.91,51.76,58.15,102.76,2026,2026-05,Q2
ORD-001471,2026-02-16,Premium,US,Partner,Mid-Market,1,131.02,11.04,119.98,61.12,58.86,125.56,2026,2026-02,Q1
ORD-001472,2025-12-06,Premium,UK,Online,Enterprise,5,609.49,6.7,602.79,387.58,215.21,650.62,2025,2025-12,Q4
ORD-001473,2025-06-22,Plus,UK,Direct,Enterprise,2,139.24,12.07,127.17,68.32,58.85,131.06,2025,2025-06,Q2
ORD-001474,2025-11-22,Enterprise,UK,Partner,Enterprise,5,1148.86,37.71,1111.15,605.11,506.04,1192.12,2025,2025-11,Q4
ORD-001475,2026-02-24,Plus,US,Direct,Enterprise,3,214.93,2.01,212.92,111.6,101.32,226.39,2026,2026-02,Q1
ORD-001476,2025-03-08,Core,Germany,Online,Mid-Market,1,46.57,1.24,45.33,24.83,20.5,43.92,2025,2025-03,Q1
ORD-001477,2025-07-07,Core,UK,Online,Mid-Market,1,44.05,1.72,42.33,18.4,23.93,38.41,2025,2025-07,Q3
ORD-001478,2025-11-25,Plus,UAE,Online,SMB,1,67.65,2.3,65.35,42.9,22.45,62.45,2025,2025-11,Q4
ORD-001479,2025-09-19,Core,US,Partner,SMB,5,217.08,21.58,195.5,125.14,70.36,214.17,2025,2025-09,Q3
ORD-001480,2026-02-09,Premium,UK,Direct,Mid-Market,6,767.4,21.27,746.13,348.17,397.96,751.21,2026,2026-02,Q1
ORD-001481,2025-12-02,Premium,UK,Online,Enterprise,3,358.15,36.49,321.66,140.55,181.11,358.7,2025,2025-12,Q4
ORD-001482,2026-01-11,Core,India,Partner,SMB,3,134.2,11.73,122.47,68.76,53.71,123.16,2026,2026-01,Q1
ORD-001483,2025-12-19,Premium,US,Direct,Enterprise,2,261.05,39.55,221.5,117.07,104.43,228.26,2025,2025-12,Q4
ORD-001484,2025-07-14,Plus,India,Direct,Enterprise,9,669.87,51.35,618.52,331.58,286.94,696.96,2025,2025-07,Q3
ORD-001485,2025-12-09,Premium,US,Partner,Mid-Market,2,222.98,15.61,207.37,91.92,115.45,212.3,2025,2025-12,Q4
ORD-001486,2025-02-19,Enterprise,India,Direct,Mid-Market,3,673.08,71.11,601.97,330.71,271.26,561.88,2025,2025-02,Q1
ORD-001487,2026-03-10,Core,India,Direct,Enterprise,5,220.09,14.2,205.89,130.94,74.95,199.48,2026,2026-03,Q1
ORD-001488,2025-10-27,Plus,India,Online,SMB,1,71.73,2.15,69.58,32.54,37.04,73.92,2025,2025-10,Q4
ORD-001489,2025-12-01,Core,US,Direct,Enterprise,2,92.25,3.43,88.82,48.67,40.15,92.31,2025,2025-12,Q4
ORD-001490,2026-02-17,Plus,UK,Partner,Enterprise,5,378.03,54.73,323.3,190.39,132.91,353.81,2026,2026-02,Q1
ORD-001491,2026-05-04,Plus,Germany,Direct,SMB,1,80.67,2.7,77.97,46.27,31.7,86.66,2026,2026-05,Q2
ORD-001492,2025-07-17,Premium,UK,Partner,SMB,1,114.4,7.78,106.62,47.89,58.73,104.6,2025,2025-07,Q3
ORD-001493,2025-09-26,Core,US,Direct,Mid-Market,2,94.72,1.38,93.34,57.09,36.25,82.82,2025,2025-09,Q3
ORD-001494,2025-04-07,Enterprise,India,Online,Mid-Market,4,1033.48,3.47,1030.01,506.78,523.23,1002.79,2025,2025-04,Q2
ORD-001495,2026-07-26,Core,India,Online,Enterprise,2,90.94,5.21,85.73,42.05,43.68,94.32,2026,2026-07,Q3
ORD-001496,2025-08-26,Premium,UK,Partner,SMB,2,254.31,3.95,250.36,150.69,99.67,243.96,2025,2025-08,Q3
ORD-001497,2025-07-20,Plus,India,Online,Mid-Market,3,242.74,9.33,233.41,125.65,107.76,230.57,2025,2025-07,Q3
ORD-001498,2025-04-01,Plus,UK,Partner,Enterprise,1,81.13,3.05,78.08,45.2,32.88,74.5,2025,2025-04,Q2
ORD-001499,2026-05-14,Core,UAE,Partner,Enterprise,2,84.05,4.46,79.59,41.94,37.65,88.01,2026,2026-05,Q2
ORD-001500,2025-06-08,Premium,Germany,Online,SMB,4,435.14,0.61,434.53,252.96,181.57,436.99,2025,2025-06,Q2
ORD-001501,2026-07-31,Plus,UK,Online,Enterprise,3,228.13,1.89,226.24,97.33,128.91,203.26,2026,2026-07,Q3
ORD-001502,2025-08-11,Core,UK,Partner,Enterprise,12,494.23,5.02,489.21,213.18,276.03,502.88,2025,2025-08,Q3
ORD-001503,2026-07-10,Plus,US,Direct,Enterprise,3,239.1,8.85,230.25,105.0,125.25,203.67,2026,2026-07,Q3
ORD-001504,2025-05-26,Premium,UAE,Direct,Mid-Market,5,602.81,34.52,568.29,323.13,245.16,637.92,2025,2025-05,Q2
ORD-001505,2026-04-08,Core,India,Direct,SMB,7,330.34,14.63,315.71,134.7,181.01,281.59,2026,2026-04,Q2
ORD-001506,2026-03-20,Premium,UK,Partner,SMB,3,338.83,13.66,325.17,187.02,138.15,354.69,2026,2026-03,Q1
ORD-001507,2026-04-10,Plus,Germany,Direct,SMB,8,642.76,8.49,634.27,316.78,317.49,568.78,2026,2026-04,Q2
ORD-001508,2025-11-24,Premium,UK,Direct,Enterprise,2,261.44,30.74,230.7,131.05,99.65,214.4,2025,2025-11,Q4
ORD-001509,2026-03-23,Enterprise,US,Online,Mid-Market,1,248.83,10.35,238.48,123.86,114.62,227.51,2026,2026-03,Q1
ORD-001510,2025-09-18,Core,US,Direct,Mid-Market,2,88.64,0.85,87.79,49.17,38.62,84.16,2025,2025-09,Q3
ORD-001511,2026-02-28,Enterprise,Germany,Direct,Enterprise,3,758.86,3.33,755.53,351.72,403.81,714.1,2026,2026-02,Q1
ORD-001512,2026-07-11,Enterprise,India,Partner,SMB,2,500.09,23.79,476.3,251.38,224.92,535.86,2026,2026-07,Q3
ORD-001513,2025-02-06,Core,UK,Partner,Mid-Market,5,223.39,15.71,207.68,137.73,69.95,236.38,2025,2025-02,Q1
ORD-001514,2026-01-01,Enterprise,UK,Partner,SMB,3,734.39,58.03,676.36,353.63,322.73,679.18,2026,2026-01,Q1
ORD-001515,2026-07-29,Plus,UK,Partner,SMB,3,230.86,0.95,229.91,152.54,77.37,241.14,2026,2026-07,Q3
ORD-001516,2025-04-02,Core,UAE,Online,SMB,6,277.39,10.73,266.66,161.66,105.0,266.49,2025,2025-04,Q2
ORD-001517,2026-06-28,Premium,India,Online,SMB,5,630.73,13.99,616.74,407.74,209.0,572.09,2026,2026-06,Q2
ORD-001518,2025-10-27,Premium,India,Direct,SMB,7,803.3,19.35,783.95,363.43,420.52,869.69,2025,2025-10,Q4
ORD-001519,2025-05-02,Plus,US,Direct,SMB,9,682.96,5.11,677.85,316.5,361.35,691.77,2025,2025-05,Q2
ORD-001520,2025-02-24,Premium,US,Online,SMB,3,375.96,16.21,359.75,200.24,159.51,374.08,2025,2025-02,Q1
ORD-001521,2025-06-30,Core,US,Direct,Mid-Market,1,48.56,1.78,46.78,20.95,25.83,44.98,2025,2025-06,Q2
ORD-001522,2025-06-09,Core,Germany,Direct,Enterprise,1,41.35,3.37,37.98,18.23,19.75,38.7,2025,2025-06,Q2
ORD-001523,2025-05-13,Core,UK,Direct,Enterprise,1,44.72,2.15,42.57,28.36,14.21,45.2,2025,2025-05,Q2
ORD-001524,2025-10-23,Core,UK,Partner,Enterprise,7,331.66,10.93,320.73,197.19,123.54,329.54,2025,2025-10,Q4
ORD-001525,2025-01-17,Enterprise,UK,Direct,Mid-Market,3,762.1,68.61,693.49,363.38,330.11,675.56,2025,2025-01,Q1
ORD-001526,2025-04-17,Plus,US,Online,Mid-Market,3,218.18,16.82,201.36,87.71,113.65,179.47,2025,2025-04,Q2
ORD-001527,2026-06-14,Premium,India,Direct,SMB,1,127.72,1.22,126.5,55.93,70.57,138.85,2026,2026-06,Q2
ORD-001528,2025-12-31,Plus,UK,Direct,Enterprise,3,246.62,32.55,214.07,132.18,81.89,234.65,2025,2025-12,Q4
ORD-001529,2025-11-05,Plus,India,Online,Enterprise,2,157.0,16.3,140.7,59.41,81.29,131.62,2025,2025-11,Q4
ORD-001530,2026-04-27,Premium,UAE,Direct,Mid-Market,2,256.63,2.03,254.6,137.46,117.14,245.72,2026,2026-04,Q2
ORD-001531,2026-03-11,Premium,India,Direct,Enterprise,3,335.5,7.0,328.5,205.99,122.51,334.96,2026,2026-03,Q1
ORD-001532,2025-12-03,Core,US,Partner,Mid-Market,6,256.47,21.84,234.63,110.9,123.73,254.14,2025,2025-12,Q4
ORD-001533,2026-02-22,Enterprise,UK,Partner,Mid-Market,4,931.86,83.91,847.95,454.91,393.04,790.13,2026,2026-02,Q1
ORD-001534,2025-07-10,Premium,Germany,Direct,SMB,7,923.47,7.65,915.82,601.99,313.83,861.35,2025,2025-07,Q3
ORD-001535,2025-07-22,Plus,India,Partner,SMB,1,76.75,1.94,74.81,33.29,41.52,81.53,2025,2025-07,Q3
ORD-001536,2025-05-12,Core,UK,Direct,SMB,3,143.29,1.47,141.82,93.27,48.55,144.78,2025,2025-05,Q2
ORD-001537,2025-11-12,Plus,Germany,Direct,SMB,3,243.11,0.37,242.74,119.55,123.19,232.2,2025,2025-11,Q4
ORD-001538,2025-08-24,Plus,US,Partner,Enterprise,5,368.67,4.24,364.43,229.6,134.83,386.61,2025,2025-08,Q3
ORD-001539,2026-02-02,Plus,UK,Direct,SMB,5,369.27,29.75,339.52,208.14,131.38,332.32,2026,2026-02,Q1
ORD-001540,2025-04-10,Premium,US,Partner,Enterprise,3,392.29,7.21,385.08,162.03,223.05,428.12,2025,2025-04,Q2
ORD-001541,2026-05-30,Core,US,Direct,SMB,7,289.15,4.3,284.85,171.07,113.78,312.47,2026,2026-05,Q2
ORD-001542,2025-02-20,Premium,India,Partner,Enterprise,3,347.44,18.85,328.59,183.55,145.04,319.66,2025,2025-02,Q1
ORD-001543,2025-09-04,Core,Germany,Partner,SMB,1,48.17,4.39,43.78,19.66,24.12,45.16,2025,2025-09,Q3
ORD-001544,2026-05-27,Premium,US,Direct,Mid-Market,5,553.05,19.41,533.64,277.19,256.45,567.79,2026,2026-05,Q2
ORD-001545,2025-07-02,Core,US,Online,Enterprise,2,94.65,3.8,90.85,43.76,47.09,85.15,2025,2025-07,Q3
ORD-001546,2025-10-11,Plus,India,Online,Enterprise,3,209.15,15.44,193.71,101.8,91.91,200.69,2025,2025-10,Q4
ORD-001547,2026-03-07,Plus,UAE,Direct,Mid-Market,2,135.4,10.08,125.32,61.3,64.02,116.87,2026,2026-03,Q1
ORD-001548,2025-05-20,Plus,India,Direct,SMB,4,311.62,12.79,298.83,176.73,122.1,321.83,2025,2025-05,Q2
ORD-001549,2026-04-05,Enterprise,UAE,Online,Enterprise,1,252.84,8.02,244.82,132.68,112.14,265.73,2026,2026-04,Q2
ORD-001550,2026-07-08,Plus,UK,Direct,Mid-Market,4,321.45,10.89,310.56,196.63,113.93,283.93,2026,2026-07,Q3
ORD-001551,2025-06-05,Premium,UAE,Direct,Mid-Market,3,335.83,9.9,325.93,212.84,113.09,361.17,2025,2025-06,Q2
ORD-001552,2025-08-20,Plus,UK,Direct,SMB,2,158.33,0.86,157.47,76.14,81.33,177.31,2025,2025-08,Q3
ORD-001553,2026-02-03,Enterprise,US,Online,Mid-Market,8,1998.06,37.59,1960.47,992.65,967.82,1899.33,2026,2026-02,Q1
ORD-001554,2026-06-17,Plus,UK,Online,SMB,4,273.86,48.15,225.71,118.41,107.3,224.34,2026,2026-06,Q2
ORD-001555,2025-07-03,Premium,India,Partner,Enterprise,2,253.71,12.8,240.91,139.91,101.0,240.62,2025,2025-07,Q3
ORD-001556,2025-09-15,Premium,India,Direct,Mid-Market,1,126.86,0.35,126.51,71.71,54.8,119.5,2025,2025-09,Q3
ORD-001557,2026-01-02,Premium,UK,Online,Mid-Market,4,464.26,15.58,448.68,275.96,172.72,410.3,2026,2026-01,Q1
ORD-001558,2025-01-02,Core,India,Online,SMB,3,147.27,5.09,142.18,94.61,47.57,148.22,2025,2025-01,Q1
ORD-001559,2025-01-06,Plus,India,Direct,SMB,2,139.83,11.76,128.07,76.94,51.13,143.67,2025,2025-01,Q1
ORD-001560,2026-04-02,Enterprise,UK,Direct,SMB,5,1100.85,50.7,1050.15,498.85,551.3,1098.91,2026,2026-04,Q2
ORD-001561,2025-10-14,Core,US,Direct,Enterprise,1,48.04,0.15,47.89,28.25,19.64,43.41,2025,2025-10,Q4
ORD-001562,2026-07-04,Premium,UK,Partner,SMB,2,253.46,4.44,249.02,144.36,104.66,270.36,2026,2026-07,Q3
ORD-001563,2025-09-22,Plus,India,Direct,SMB,3,220.56,13.21,207.35,88.57,118.78,234.62,2025,2025-09,Q3
ORD-001564,2026-04-06,Premium,Germany,Partner,Mid-Market,3,367.11,6.33,360.78,230.85,129.93,407.98,2026,2026-04,Q2
ORD-001565,2026-03-13,Enterprise,UAE,Direct,SMB,2,459.5,3.51,455.99,293.66,162.33,515.9,2026,2026-03,Q1
ORD-001566,2026-05-01,Plus,UK,Direct,Enterprise,5,380.02,22.02,358.0,209.82,148.18,369.24,2026,2026-05,Q2
ORD-001567,2025-04-05,Core,US,Online,Enterprise,6,295.22,22.93,272.29,176.84,95.45,268.34,2025,2025-04,Q2
ORD-001568,2025-01-03,Premium,India,Direct,Mid-Market,1,129.63,1.36,128.27,63.17,65.1,121.41,2025,2025-01,Q1
ORD-001569,2025-03-26,Premium,US,Partner,Mid-Market,2,229.32,11.14,218.18,131.11,87.07,203.3,2025,2025-03,Q1
ORD-001570,2025-06-03,Premium,US,Online,Mid-Market,4,454.31,3.87,450.44,273.32,177.12,463.99,2025,2025-06,Q2
ORD-001571,2026-05-06,Plus,US,Online,Enterprise,6,417.22,18.27,398.95,208.13,190.82,366.91,2026,2026-05,Q2
ORD-001572,2025-07-15,Core,India,Partner,Mid-Market,4,162.6,7.63,154.97,103.73,51.24,163.88,2025,2025-07,Q3
ORD-001573,2026-02-21,Plus,India,Direct,Mid-Market,9,721.65,45.01,676.64,337.84,338.8,667.18,2026,2026-02,Q1
ORD-001574,2025-10-15,Plus,US,Direct,SMB,2,155.25,8.87,146.38,79.2,67.18,136.33,2025,2025-10,Q4
ORD-001575,2026-03-09,Premium,UAE,Online,SMB,6,736.3,20.58,715.72,427.85,287.87,678.94,2026,2026-03,Q1
ORD-001576,2026-07-21,Enterprise,Germany,Direct,Mid-Market,5,1278.59,42.57,1236.02,552.24,683.78,1109.42,2026,2026-07,Q3
ORD-001577,2025-07-20,Core,US,Partner,SMB,2,91.31,4.76,86.55,47.32,39.23,95.8,2025,2025-07,Q3
ORD-001578,2025-02-11,Premium,India,Partner,SMB,2,245.7,9.48,236.22,136.58,99.64,235.69,2025,2025-02,Q1
ORD-001579,2025-12-29,Core,US,Direct,Mid-Market,1,44.9,2.63,42.27,20.61,21.66,37.47,2025,2025-12,Q4
ORD-001580,2025-08-07,Premium,India,Online,SMB,1,121.96,1.09,120.87,73.4,47.47,121.53,2025,2025-08,Q3
ORD-001581,2025-02-18,Plus,India,Direct,Enterprise,1,77.88,2.24,75.64,36.3,39.34,81.51,2025,2025-02,Q1
ORD-001582,2025-07-04,Premium,Germany,Partner,Enterprise,2,253.56,5.83,247.73,139.33,108.4,260.45,2025,2025-07,Q3
ORD-001583,2025-03-08,Premium,UK,Direct,SMB,3,326.92,22.22,304.7,147.23,157.47,335.72,2025,2025-03,Q1
ORD-001584,2025-10-31,Core,India,Partner,SMB,2,84.51,1.3,83.21,49.99,33.22,73.56,2025,2025-10,Q4
ORD-001585,2025-04-08,Plus,Germany,Online,Enterprise,3,206.93,7.98,198.95,109.33,89.62,218.99,2025,2025-04,Q2
ORD-001586,2026-04-30,Premium,US,Direct,SMB,2,224.24,4.1,220.14,146.56,73.58,206.82,2026,2026-04,Q2
ORD-001587,2025-02-08,Enterprise,India,Direct,Mid-Market,2,441.66,6.89,434.77,271.46,163.31,446.51,2025,2025-02,Q1
ORD-001588,2026-03-26,Enterprise,UK,Direct,Enterprise,3,681.87,47.14,634.73,396.4,238.33,576.29,2026,2026-03,Q1
ORD-001589,2026-01-20,Core,Germany,Direct,Mid-Market,2,86.92,7.4,79.52,42.65,36.87,86.0,2026,2026-01,Q1
ORD-001590,2025-11-04,Premium,India,Online,Enterprise,2,254.55,6.28,248.27,124.72,123.55,230.58,2025,2025-11,Q4
ORD-001591,2026-04-02,Core,US,Direct,Enterprise,3,129.72,1.82,127.9,80.77,47.13,116.56,2026,2026-04,Q2
ORD-001592,2025-02-06,Plus,UAE,Online,Mid-Market,2,151.99,14.5,137.49,72.94,64.55,152.9,2025,2025-02,Q1
ORD-001593,2026-07-19,Premium,Germany,Direct,SMB,4,476.88,2.79,474.09,229.11,244.98,417.84,2026,2026-07,Q3
ORD-001594,2025-07-27,Plus,US,Online,Mid-Market,4,320.56,4.06,316.5,181.11,135.39,328.29,2025,2025-07,Q3
ORD-001595,2025-09-04,Core,UAE,Direct,Enterprise,1,44.92,0.01,44.91,22.06,22.85,41.7,2025,2025-09,Q3
ORD-001596,2026-05-12,Plus,UAE,Direct,SMB,4,275.7,4.45,271.25,147.41,123.84,251.32,2026,2026-05,Q2
ORD-001597,2025-11-30,Core,India,Direct,Mid-Market,4,169.54,0.79,168.75,97.61,71.14,164.27,2025,2025-11,Q4
ORD-001598,2026-01-22,Plus,India,Partner,Enterprise,4,301.85,25.13,276.72,121.31,155.41,287.87,2026,2026-01,Q1
ORD-001599,2025-11-18,Plus,India,Direct,SMB,7,498.26,18.79,479.47,272.41,207.06,471.46,2025,2025-11,Q4
ORD-001600,2026-04-20,Core,India,Direct,SMB,4,196.63,2.53,194.1,122.43,71.67,193.34,2026,2026-04,Q2
ORD-001601,2026-02-25,Plus,UK,Direct,SMB,1,81.55,4.98,76.57,35.77,40.8,70.63,2026,2026-02,Q1
ORD-001602,2025-10-09,Enterprise,UK,Direct,SMB,1,234.12,0.73,233.39,150.45,82.94,211.32,2025,2025-10,Q4
ORD-001603,2025-04-02,Plus,UAE,Direct,Mid-Market,3,235.75,8.91,226.84,117.18,109.66,216.41,2025,2025-04,Q2
ORD-001604,2025-04-17,Core,UK,Direct,Enterprise,4,183.37,5.33,178.04,94.95,83.09,185.6,2025,2025-04,Q2
ORD-001605,2025-12-27,Plus,India,Partner,SMB,1,78.13,3.3,74.83,41.51,33.32,71.96,2025,2025-12,Q4
ORD-001606,2025-09-16,Plus,US,Partner,Enterprise,2,138.81,1.16,137.65,58.63,79.02,133.23,2025,2025-09,Q3
ORD-001607,2026-05-22,Plus,UK,Partner,Mid-Market,2,135.85,1.45,134.4,65.04,69.36,138.67,2026,2026-05,Q2
ORD-001608,2025-09-18,Core,US,Partner,SMB,1,41.93,0.67,41.26,22.83,18.43,45.3,2025,2025-09,Q3
ORD-001609,2025-05-04,Core,India,Direct,SMB,3,125.51,2.29,123.22,74.26,48.96,129.77,2025,2025-05,Q2
ORD-001610,2025-08-08,Premium,UK,Direct,Mid-Market,3,335.42,11.26,324.16,166.19,157.97,286.65,2025,2025-08,Q3
ORD-001611,2025-05-26,Premium,India,Online,Mid-Market,3,333.28,2.89,330.39,201.22,129.17,311.65,2025,2025-05,Q2
ORD-001612,2025-01-10,Premium,UK,Online,Mid-Market,2,257.57,13.6,243.97,109.02,134.95,239.53,2025,2025-01,Q1
ORD-001613,2025-05-25,Core,US,Direct,SMB,4,173.64,20.95,152.69,68.4,84.29,138.32,2025,2025-05,Q2
ORD-001614,2025-08-09,Core,India,Direct,Mid-Market,3,135.89,3.35,132.54,65.21,67.33,136.84,2025,2025-08,Q3
ORD-001615,2026-05-04,Core,India,Direct,SMB,8,352.56,42.76,309.8,151.29,158.51,345.98,2026,2026-05,Q2
ORD-001616,2025-02-14,Core,Germany,Online,SMB,2,87.12,1.42,85.7,49.76,35.94,78.15,2025,2025-02,Q1
ORD-001617,2026-03-17,Plus,Germany,Direct,Mid-Market,3,237.95,9.13,228.82,136.38,92.44,205.34,2026,2026-03,Q1
ORD-001618,2025-08-07,Plus,Germany,Online,Mid-Market,3,222.84,21.76,201.08,95.23,105.85,228.43,2025,2025-08,Q3
ORD-001619,2026-07-19,Plus,UK,Direct,SMB,1,77.06,7.35,69.71,33.76,35.95,68.04,2026,2026-07,Q3
ORD-001620,2025-07-03,Plus,UAE,Online,SMB,2,158.16,4.87,153.29,90.22,63.07,166.28,2025,2025-07,Q3
ORD-001621,2026-05-09,Core,UK,Online,Mid-Market,3,142.11,0.59,141.52,73.7,67.82,161.24,2026,2026-05,Q2
ORD-001622,2025-02-17,Premium,India,Direct,SMB,2,222.21,9.8,212.41,90.95,121.46,197.59,2025,2025-02,Q1
ORD-001623,2025-01-07,Plus,UAE,Direct,SMB,4,284.25,8.13,276.12,182.56,93.56,275.62,2025,2025-01,Q1
ORD-001624,2025-08-18,Premium,India,Online,SMB,4,514.6,50.72,463.88,289.68,174.2,419.04,2025,2025-08,Q3
ORD-001625,2025-10-13,Enterprise,UAE,Online,Enterprise,3,656.32,27.3,629.02,328.72,300.3,554.75,2025,2025-10,Q4
ORD-001626,2026-04-29,Plus,India,Online,Mid-Market,1,78.49,1.37,77.12,40.21,36.91,72.94,2026,2026-04,Q2
ORD-001627,2026-01-15,Core,UAE,Direct,Mid-Market,9,397.81,27.59,370.22,225.7,144.52,384.7,2026,2026-01,Q1
ORD-001628,2025-02-23,Core,US,Online,Mid-Market,4,174.09,14.44,159.65,71.38,88.27,174.47,2025,2025-02,Q1
ORD-001629,2025-12-23,Plus,UK,Online,SMB,10,802.25,66.28,735.97,312.54,423.43,752.3,2025,2025-12,Q4
ORD-001630,2026-03-30,Plus,UK,Direct,Mid-Market,3,232.03,14.48,217.55,144.25,73.3,227.81,2026,2026-03,Q1
ORD-001631,2025-11-08,Premium,UAE,Direct,Mid-Market,1,115.77,2.0,113.77,72.73,41.04,115.4,2025,2025-11,Q4
ORD-001632,2025-07-26,Premium,UK,Partner,Mid-Market,1,118.82,4.64,114.18,52.86,61.32,115.35,2025,2025-07,Q3
ORD-001633,2025-10-23,Enterprise,India,Partner,Enterprise,1,223.4,6.13,217.27,104.09,113.18,202.45,2025,2025-10,Q4
ORD-001634,2026-07-13,Plus,Germany,Partner,Mid-Market,3,217.31,6.9,210.41,121.77,88.64,194.17,2026,2026-07,Q3
ORD-001635,2026-02-14,Enterprise,India,Partner,Mid-Market,3,707.93,45.35,662.58,303.48,359.1,684.95,2026,2026-02,Q1
ORD-001636,2026-01-20,Core,India,Direct,Mid-Market,1,41.01,1.29,39.72,17.56,22.16,34.99,2026,2026-01,Q1
ORD-001637,2025-01-31,Core,UAE,Online,Mid-Market,3,140.58,0.27,140.31,61.4,78.91,149.9,2025,2025-01,Q1
ORD-001638,2026-04-06,Enterprise,India,Partner,Mid-Market,2,467.96,12.29,455.67,255.9,199.77,405.22,2026,2026-04,Q2
ORD-001639,2025-08-17,Premium,US,Direct,Enterprise,4,491.57,40.36,451.21,206.32,244.89,450.74,2025,2025-08,Q3
ORD-001640,2025-02-24,Plus,UK,Online,Mid-Market,5,396.74,30.62,366.12,213.57,152.55,364.86,2025,2025-02,Q1
ORD-001641,2025-12-12,Premium,US,Direct,SMB,3,392.27,49.09,343.18,144.92,198.26,323.13,2025,2025-12,Q4
