order_id,date_key,product_key,region_key,channel_key,segment_key,units,gross_sales_gbp,discount_gbp,revenue_gbp,cogs_gbp,gross_profit_gbp,revenue_target_gbp
ORD-001884,20260204,1,2,2,3,1,41.18,1.06,40.12,26.08,14.04,45.55
ORD-001885,20251106,3,4,1,2,3,233.51,19.09,214.42,97.26,117.16,220.88
ORD-001886,20250612,3,5,1,3,2,145.31,4.52,140.79,65.14,75.65,124.62
ORD-001887,20250310,4,3,1,1,3,385.01,1.86,383.15,252.29,130.86,422.02
ORD-001888,20260501,4,2,2,3,6,732.01,63.3,668.71,339.48,329.23,664.36
ORD-001889,20260408,2,5,1,2,2,471.11,26.33,444.78,202.08,242.7,439.12
ORD-001890,20260503,3,2,2,2,4,296.07,22.2,273.87,143.05,130.82,270.02
ORD-001891,20260428,4,5,2,3,4,435.73,8.68,427.05,234.45,192.6,376.49
ORD-001892,20260302,1,5,3,3,2,92.59,2.81,89.78,47.75,42.03,89.42
ORD-001893,20251205,3,4,1,1,5,375.22,1.75,373.47,240.41,133.06,371.41
ORD-001894,20260215,1,3,2,3,3,126.01,9.51,116.5,51.18,65.32,125.11
ORD-001895,20260209,4,5,2,3,5,573.84,6.43,567.41,376.19,191.22,633.85
ORD-001896,20250313,3,4,3,1,2,150.29,7.53,142.76,61.37,81.39,149.93
ORD-001897,20250817,1,1,2,3,1,44.73,0.68,44.05,26.17,17.88,45.02
ORD-001898,20260101,2,4,3,1,2,519.89,71.53,448.36,241.9,206.46,507.23
ORD-001899,20250915,4,1,2,2,2,247.11,3.8,243.31,117.45,125.86,215.31
ORD-001900,20260503,3,2,1,3,2,153.31,2.29,151.02,87.36,63.66,162.34
ORD-001901,20260313,1,4,2,2,2,85.46,1.48,83.98,53.83,30.15,93.53
ORD-001902,20250123,3,5,1,2,2,141.91,8.12,133.79,72.52,61.27,151.12
ORD-001903,20250322,1,3,2,3,1,44.11,0.84,43.27,28.38,14.89,38.54
ORD-001904,20250520,2,4,1,1,7,1571.36,7.48,1563.88,679.36,884.52,1656.4
ORD-001905,20260612,3,4,2,2,5,361.91,5.84,356.07,209.99,146.08,377.72
ORD-001906,20251229,2,4,2,2,3,773.09,26.71,746.38,497.02,249.36,682.72
ORD-001907,20250714,3,4,1,1,3,240.61,10.56,230.05,126.67,103.38,203.44
ORD-001908,20250213,3,5,2,1,3,223.78,13.06,210.72,116.65,94.07,190.56
ORD-001909,20250420,2,3,1,3,5,1092.38,7.33,1085.05,643.37,441.68,1109.74
ORD-001910,20251205,2,5,3,1,4,1023.51,6.65,1016.86,599.11,417.75,1103.69
ORD-001911,20250717,1,4,2,2,1,46.43,0.12,46.31,21.3,25.01,45.81
ORD-001912,20250408,2,5,1,2,5,1182.37,30.38,1151.99,655.89,496.1,1177.94
ORD-001913,20260602,3,5,1,3,7,560.62,16.4,544.22,276.97,267.25,503.97
ORD-001914,20260310,1,1,1,3,4,182.84,2.11,180.73,91.96,88.77,201.96
ORD-001915,20260720,2,4,1,3,2,447.67,45.64,402.03,219.92,182.11,386.17
ORD-001916,20250128,3,4,3,1,2,138.88,4.79,134.09,88.72,45.37,129.95
ORD-001917,20250328,4,5,2,1,1,113.16,8.16,105.0,58.6,46.4,111.07
ORD-001918,20250224,1,5,3,3,3,146.45,5.75,140.7,66.23,74.47,157.12
ORD-001919,20250104,2,4,1,2,5,1206.62,202.69,1003.93,471.15,532.78,997.44
ORD-001920,20251013,1,5,1,1,5,234.13,10.46,223.67,123.7,99.97,209.12
ORD-001921,20251225,4,1,3,3,1,112.65,4.07,108.58,48.13,60.45,115.23
ORD-001922,20260528,4,2,1,1,3,385.75,7.84,377.91,211.18,166.73,341.83
ORD-001923,20250514,3,3,2,2,2,164.97,5.8,159.17,80.87,78.3,169.72
ORD-001924,20250319,1,4,3,2,1,45.24,2.87,42.37,27.93,14.44,38.14
ORD-001925,20250804,3,2,1,1,4,292.68,4.07,288.61,136.31,152.3,306.11
ORD-001926,20250917,1,4,1,3,1,40.64,0.43,40.21,19.35,20.86,37.7
ORD-001927,20250107,4,5,1,3,2,260.48,26.78,233.7,146.99,86.71,261.72
ORD-001928,20250324,3,4,2,3,4,294.41,27.87,266.54,122.96,143.58,247.93
ORD-001929,20251110,2,4,1,3,1,228.19,15.71,212.48,95.46,117.02,188.28
ORD-001930,20250609,1,1,2,2,2,95.41,10.32,85.09,54.57,30.52,81.57
ORD-001931,20250525,3,4,3,1,6,425.4,11.09,414.31,257.24,157.07,373.14
ORD-001932,20250830,4,5,2,3,2,259.63,2.12,257.51,160.34,97.17,261.56
ORD-001933,20250921,2,4,2,2,2,456.64,5.68,450.96,199.42,251.54,450.73
ORD-001934,20250110,1,4,2,3,5,219.68,17.89,201.79,95.48,106.31,179.42
ORD-001935,20260611,3,3,2,1,5,403.6,4.54,399.06,260.72,138.34,359.54
ORD-001936,20250402,3,2,1,3,2,163.65,2.95,160.7,78.41,82.29,171.22
ORD-001937,20250703,1,4,1,2,1,43.4,0.77,42.63,27.82,14.81,45.65
ORD-001938,20251220,3,4,1,2,3,224.76,14.08,210.68,109.57,101.11,190.29
ORD-001939,20251215,1,1,3,3,3,145.33,9.03,136.3,84.14,52.16,125.27
ORD-001940,20251118,3,1,1,2,2,151.57,5.77,145.8,72.95,72.85,146.92
ORD-001941,20250413,2,4,2,1,4,1026.47,2.45,1024.02,587.88,436.14,980.52
ORD-001942,20250816,2,5,1,2,4,897.54,62.05,835.49,431.75,403.74,824.26
ORD-001943,20250928,3,3,1,1,4,279.59,12.42,267.17,143.02,124.15,267.18
ORD-001944,20251023,1,4,2,2,2,86.84,2.06,84.78,50.27,34.51,86.7
ORD-001945,20251107,4,2,3,3,2,259.3,5.15,254.15,150.09,104.06,273.23
ORD-001946,20260406,1,3,1,2,3,144.13,5.32,138.81,88.96,49.85,145.68
ORD-001947,20250102,1,2,1,1,1,44.36,3.28,41.08,26.25,14.83,43.58
ORD-001948,20250821,3,4,3,3,4,325.34,23.49,301.85,163.85,138.0,276.78
ORD-001949,20260131,2,5,1,3,2,462.39,16.77,445.62,205.16,240.46,473.81
ORD-001950,20260310,4,3,2,1,2,230.13,1.45,228.68,149.95,78.73,227.85
ORD-001951,20250914,4,1,1,3,4,523.18,18.15,505.03,306.16,198.87,505.01
ORD-001952,20250103,2,1,3,3,1,217.83,5.95,211.88,126.14,85.74,234.28
ORD-001953,20251113,1,2,1,3,2,82.37,7.63,74.74,49.36,25.38,76.94
ORD-001954,20250909,3,5,2,2,4,293.38,5.46,287.92,152.38,135.54,257.31
ORD-001955,20260421,3,4,3,1,2,164.34,8.56,155.78,89.92,65.86,160.23
ORD-001956,20260530,3,4,1,3,2,141.62,1.57,140.05,62.92,77.13,133.54
ORD-001957,20260621,1,5,1,1,3,127.14,1.29,125.85,63.5,62.35,137.91
ORD-001958,20260625,4,1,1,3,1,111.63,8.17,103.46,60.98,42.48,101.52
ORD-001959,20250720,1,4,1,1,2,92.43,1.52,90.91,60.09,30.82,90.32
ORD-001960,20260210,3,5,3,1,2,149.52,7.43,142.09,88.06,54.03,154.85
ORD-001961,20250603,3,3,1,2,5,373.26,27.26,346.0,164.31,181.69,382.08
ORD-001962,20250622,4,1,1,3,1,114.36,3.49,110.87,60.85,50.02,102.18
ORD-001963,20260104,2,4,3,2,1,224.02,23.36,200.66,94.89,105.77,223.57
ORD-001964,20260720,1,2,3,3,2,90.46,2.32,88.14,44.84,43.3,83.29
ORD-001965,20260428,3,2,1,3,3,241.24,17.97,223.27,145.67,77.6,241.5
ORD-001966,20260331,3,4,1,3,6,478.84,4.8,474.04,250.74,223.3,453.15
ORD-001967,20250809,1,2,1,1,2,94.91,0.52,94.39,57.7,36.69,88.52
ORD-001968,20250602,2,5,1,3,1,252.03,6.51,245.52,118.12,127.4,256.35
ORD-001969,20251224,1,2,2,3,1,45.25,1.64,43.61,28.19,15.42,47.62
ORD-001970,20251005,3,2,1,3,2,150.53,3.38,147.15,62.8,84.35,153.27
ORD-001971,20250320,4,3,3,2,3,360.94,7.79,353.15,216.46,136.69,358.05
ORD-001972,20251016,1,4,2,3,3,146.86,9.72,137.14,75.05,62.09,154.89
ORD-001973,20260501,2,1,3,1,6,1459.56,18.17,1441.39,658.08,783.31,1408.26
ORD-001974,20260301,3,2,3,3,4,276.28,8.37,267.91,174.49,93.42,281.57
ORD-001975,20260208,1,4,2,2,4,189.74,11.74,178.0,93.14,84.86,190.64
ORD-001976,20250219,2,4,1,3,2,466.45,1.59,464.86,202.19,262.67,473.03
ORD-001977,20250224,3,5,2,3,3,226.48,11.62,214.86,94.77,120.09,211.78
ORD-001978,20250811,4,3,1,3,5,655.28,12.1,643.18,295.08,348.1,722.76
ORD-001979,20250425,2,4,1,3,1,254.36,0.58,253.78,159.5,94.28,248.89
ORD-001980,20251130,3,4,1,1,4,290.56,11.07,279.49,126.76,152.73,288.38
ORD-001981,20250127,3,2,1,1,7,483.17,0.57,482.6,263.05,219.55,536.8
ORD-001982,20250829,4,5,2,3,2,255.07,12.89,242.18,160.09,82.09,228.47
ORD-001983,20260218,2,3,2,3,1,229.72,6.58,223.14,144.35,78.79,248.34
ORD-001984,20250503,3,4,2,1,6,452.26,41.18,411.08,261.4,149.68,456.09
ORD-001985,20251010,3,2,1,2,3,203.08,38.59,164.49,104.57,59.92,167.54
ORD-001986,20260713,3,5,1,3,1,75.26,1.46,73.8,34.79,39.01,68.56
ORD-001987,20250811,1,4,2,3,4,172.7,5.9,166.8,79.71,87.09,158.41
ORD-001988,20250417,4,5,3,3,4,523.2,40.94,482.26,302.44,179.82,507.94
ORD-001989,20250619,1,3,1,1,2,97.18,6.7,90.48,42.96,47.52,83.47
ORD-001990,20260216,4,1,2,2,2,218.0,21.36,196.64,84.08,112.56,201.04
ORD-001991,20260227,3,4,2,1,3,210.45,7.92,202.53,130.31,72.22,229.49
ORD-001992,20251009,1,4,3,1,2,81.21,2.13,79.08,34.2,44.88,79.02
ORD-001993,20250112,1,2,2,2,1,40.99,1.08,39.91,21.77,18.14,37.71
ORD-001994,20251115,3,4,1,1,5,410.95,36.57,374.38,186.57,187.81,358.52
ORD-001995,20260103,1,4,1,2,2,92.31,2.45,89.86,44.03,45.83,96.16
ORD-001996,20260110,1,1,1,3,2,96.26,5.19,91.07,60.63,30.44,84.16
ORD-001997,20250207,3,5,2,2,2,135.83,3.38,132.45,78.16,54.29,141.06
ORD-001998,20260520,4,5,2,3,1,116.58,1.76,114.82,59.79,55.03,111.99
ORD-001999,20250731,1,1,1,2,2,96.17,6.82,89.35,40.7,48.65,93.09
ORD-002000,20250906,4,2,2,1,1,128.89,1.06,127.83,68.06,59.77,129.78
ORD-002001,20260705,1,4,1,3,3,122.82,2.48,120.34,51.8,68.54,134.43
ORD-002002,20260410,4,2,3,1,1,113.47,2.13,111.34,61.46,49.88,101.25
ORD-002003,20250913,2,4,2,3,11,2442.34,72.12,2370.22,1004.55,1365.67,2449.71
ORD-002004,20250212,2,5,2,1,6,1549.82,56.08,1493.74,708.11,785.63,1487.83
ORD-002005,20250815,3,2,1,1,1,80.64,2.04,78.6,42.53,36.07,71.41
ORD-002006,20250827,2,4,2,2,4,961.32,47.36,913.96,586.83,327.13,838.89
ORD-002007,20250903,1,4,2,1,3,133.24,4.32,128.92,84.27,44.65,119.13
ORD-002008,20260608,3,5,2,3,2,139.39,4.36,135.03,74.68,60.35,119.58
ORD-002009,20251028,2,1,2,2,2,510.37,48.56,461.81,228.67,233.14,489.5
ORD-002010,20251025,1,1,2,1,1,48.55,2.27,46.28,26.3,19.98,45.68
ORD-002011,20260407,1,1,1,2,2,91.03,3.09,87.94,57.78,30.16,78.89
ORD-002012,20250521,4,4,1,3,2,225.53,5.83,219.7,96.8,122.9,249.49
ORD-002013,20250426,1,4,1,2,3,135.06,7.1,127.96,63.89,64.07,122.08
ORD-002014,20251016,1,2,2,1,4,184.97,6.57,178.4,104.48,73.92,174.18
ORD-002015,20260422,3,1,2,3,1,79.04,1.81,77.23,45.67,31.56,82.44
ORD-002016,20250915,1,5,1,3,4,173.5,5.96,167.54,81.84,85.7,162.96
ORD-002017,20260425,3,5,2,1,1,72.88,3.37,69.51,29.33,40.18,70.62
ORD-002018,20250320,1,2,2,3,2,84.53,1.71,82.82,55.24,27.58,82.59
ORD-002019,20250708,1,3,1,1,3,131.94,12.91,119.03,79.55,39.48,110.36
ORD-002020,20260122,1,3,1,2,7,318.52,14.19,304.33,160.73,143.6,337.28
ORD-002021,20250803,4,3,1,1,4,522.59,32.81,489.78,208.63,281.15,529.17
ORD-002022,20250413,4,3,3,2,1,120.83,8.21,112.62,64.77,47.85,99.6
ORD-002023,20250111,4,4,1,3,6,739.17,54.06,685.11,342.29,342.82,666.91
ORD-002024,20260126,3,4,2,3,2,148.72,15.02,133.7,66.41,67.29,140.72
ORD-002025,20260112,3,4,3,3,2,135.73,11.49,124.24,78.22,46.02,118.11
ORD-002026,20260712,1,2,3,2,1,40.63,2.41,38.22,22.68,15.54,39.14
ORD-002027,20250906,1,4,1,1,1,47.55,5.01,42.54,20.0,22.54,41.71
ORD-002028,20250517,4,1,3,3,4,514.77,22.59,492.18,321.5,170.68,472.04
ORD-002029,20260330,3,4,1,1,3,232.0,4.32,227.68,101.03,126.65,247.3
ORD-002030,20250926,4,2,1,3,2,231.5,4.69,226.81,133.33,93.48,254.98
ORD-002031,20250808,1,4,1,2,1,47.81,1.01,46.8,25.84,20.96,53.14
ORD-002032,20250514,3,5,1,1,2,164.81,1.06,163.75,100.04,63.71,156.16
ORD-002033,20251021,1,4,1,3,3,129.44,4.53,124.91,83.07,41.84,111.62
ORD-002034,20260303,4,4,3,3,2,224.01,6.14,217.87,107.41,110.46,208.09
ORD-002035,20250715,3,3,2,3,3,240.49,33.13,207.36,88.54,118.82,210.62
ORD-002036,20250925,4,3,3,3,1,116.77,1.32,115.45,54.54,60.91,119.27
ORD-002037,20260117,4,2,1,3,1,124.07,11.19,112.88,62.49,50.39,105.6
ORD-002038,20250526,2,5,2,3,1,216.48,20.03,196.45,100.44,96.01,173.82
ORD-002039,20260105,1,2,1,3,1,42.51,1.93,40.58,20.22,20.36,36.55
ORD-002040,20260420,3,1,2,3,2,135.84,7.27,128.57,78.16,50.41,117.56
ORD-002041,20251030,3,4,2,2,8,656.74,19.45,637.29,357.85,279.44,628.84
ORD-002042,20260215,1,1,3,2,3,143.85,3.39,140.46,86.83,53.63,152.52
ORD-002043,20250330,2,4,1,3,1,257.47,23.98,233.49,138.75,94.74,245.48
ORD-002044,20250118,1,5,3,2,3,129.99,22.72,107.27,47.19,60.08,112.74
ORD-002045,20260706,1,4,1,2,1,42.51,1.37,41.14,26.96,14.18,43.89
ORD-002046,20260328,2,4,1,3,4,927.4,43.16,884.24,587.82,296.42,916.63
ORD-002047,20260123,3,4,1,1,2,135.6,2.93,132.67,85.9,46.77,148.89
ORD-002048,20250131,1,4,1,3,2,85.35,1.99,83.36,55.39,27.97,80.63
ORD-002049,20250220,2,3,1,3,5,1170.32,103.38,1066.94,695.7,371.24,1203.3
ORD-002050,20250918,4,1,1,3,2,238.0,4.7,233.3,101.29,132.01,265.06
ORD-002051,20260716,3,5,2,3,2,148.71,11.28,137.43,89.62,47.81,136.65
ORD-002052,20260407,3,3,1,2,6,484.34,22.09,462.25,216.16,246.09,467.88
ORD-002053,20250504,3,5,1,2,1,71.75,0.27,71.48,34.28,37.2,70.33
ORD-002054,20250630,1,4,3,2,4,174.55,5.5,169.05,108.52,60.53,176.49
ORD-002055,20250506,1,4,1,3,3,123.84,5.72,118.12,65.97,52.15,128.85
ORD-002056,20260422,4,2,1,2,1,123.89,2.04,121.85,79.91,41.94,130.12
ORD-002057,20260524,2,4,3,3,2,466.68,14.78,451.9,192.06,259.84,407.53
ORD-002058,20260409,3,2,1,2,1,77.87,5.64,72.23,31.77,40.46,80.48
ORD-002059,20250611,1,4,2,2,5,224.04,12.09,211.95,130.36,81.59,214.29
ORD-002060,20260113,3,1,2,3,2,149.53,7.51,142.02,75.32,66.7,131.83
ORD-002061,20250101,3,3,1,3,4,325.71,17.91,307.8,163.92,143.88,278.65
ORD-002062,20250624,3,4,1,2,4,274.98,5.81,269.17,166.88,102.29,271.04
ORD-002063,20260301,1,5,1,1,3,139.99,6.61,133.38,75.03,58.35,140.87
ORD-002064,20251005,4,1,1,1,1,120.57,6.03,114.54,66.98,47.56,129.73
ORD-002065,20250712,4,3,1,3,2,225.3,8.32,216.98,120.65,96.33,209.88
ORD-002066,20250918,3,3,3,1,2,158.5,11.69,146.81,65.13,81.68,131.39
ORD-002067,20250218,4,4,3,2,5,553.37,10.09,543.28,237.17,306.11,479.97
ORD-002068,20250914,2,4,1,1,4,1044.46,84.25,960.21,464.11,496.1,891.57
ORD-002069,20260203,4,3,1,1,1,109.12,2.3,106.82,71.01,35.81,96.55
ORD-002070,20260629,4,4,2,2,1,125.86,0.9,124.96,78.37,46.59,116.28
ORD-002071,20251224,1,2,2,2,1,46.76,1.23,45.53,30.31,15.22,46.63
ORD-002072,20260322,1,5,2,3,3,134.84,2.03,132.81,65.46,67.35,148.12
ORD-002073,20260616,1,5,1,1,1,48.73,2.49,46.24,23.17,23.07,52.21
ORD-002074,20260725,3,5,3,3,1,73.06,6.83,66.23,37.62,28.61,58.73
ORD-002075,20260519,3,1,2,1,4,281.99,23.34,258.65,126.79,131.86,264.39
ORD-002076,20250109,4,2,2,3,7,880.34,65.26,815.08,521.93,293.15,736.4
ORD-002077,20260604,1,4,2,3,2,88.26,4.48,83.78,36.81,46.97,83.97
ORD-002078,20260423,3,1,2,2,2,163.22,6.14,157.08,67.2,89.88,161.34
ORD-002079,20260523,4,5,1,3,2,255.76,11.19,244.57,154.51,90.06,276.87
ORD-002080,20260405,4,4,2,1,5,625.18,12.49,612.69,263.89,348.8,655.5
ORD-002081,20260409,4,4,2,2,3,342.54,21.39,321.15,150.61,170.54,329.27
ORD-002082,20260131,1,1,3,2,2,98.37,0.95,97.42,52.8,44.62,106.0
ORD-002083,20251212,2,1,1,2,7,1731.07,132.82,1598.25,750.73,847.52,1434.1
ORD-002084,20260608,2,4,1,3,3,723.9,83.44,640.46,379.68,260.78,633.98
ORD-002085,20250102,2,4,3,1,4,1015.4,42.53,972.87,578.62,394.25,946.83
ORD-002086,20250205,4,2,3,1,9,1121.42,18.73,1102.69,631.71,470.98,1210.26
ORD-002087,20250312,4,2,2,2,1,126.75,3.43,123.32,71.8,51.52,116.58
ORD-002088,20251204,4,3,1,1,2,258.81,17.2,241.61,128.34,113.27,242.49
ORD-002089,20250628,3,4,2,1,2,145.08,1.52,143.56,86.95,56.61,149.99
ORD-002090,20250324,1,2,1,3,3,139.03,7.13,131.9,87.45,44.45,121.37
ORD-002091,20250625,1,4,1,1,2,91.74,1.07,90.67,49.52,41.15,98.78
ORD-002092,20251130,3,5,3,1,8,618.96,18.79,600.17,310.99,289.18,683.06
ORD-002093,20251004,3,4,1,3,6,468.29,4.01,464.28,244.9,219.38,422.4
ORD-002094,20260117,1,3,3,3,6,244.64,17.43,227.21,123.62,103.59,207.49
ORD-002095,20260611,4,5,1,3,1,127.23,18.75,108.48,48.41,60.07,96.9
ORD-002096,20260421,4,2,1,3,2,261.56,9.2,252.36,162.84,89.52,242.26
ORD-002097,20250617,2,4,1,1,8,2024.89,84.41,1940.48,1065.5,874.98,2085.22
ORD-002098,20250728,1,2,2,2,4,169.49,2.48,167.01,74.32,92.69,153.23
ORD-002099,20250525,4,4,2,1,4,527.11,20.35,506.76,217.01,289.75,487.83
ORD-002100,20260114,4,4,1,2,2,230.57,6.66,223.91,108.97,114.94,223.76
ORD-002101,20250530,3,2,2,3,4,275.28,8.14,267.14,138.16,128.98,244.38
ORD-002102,20250131,2,2,1,2,1,231.99,11.34,220.65,110.67,109.98,225.35
ORD-002103,20251007,1,4,1,2,1,45.45,1.62,43.83,19.66,24.17,39.28
ORD-002104,20250824,3,5,1,3,4,275.9,15.84,260.06,128.01,132.05,284.56
ORD-002105,20250123,4,4,2,1,3,364.48,15.96,348.52,156.46,192.06,331.44
ORD-002106,20260219,2,4,2,1,2,512.08,5.01,507.07,240.14,266.93,448.46
ORD-002107,20260219,3,1,1,2,4,285.63,2.67,282.96,160.29,122.67,279.79
ORD-002108,20260202,4,4,1,3,1,125.6,0.29,125.31,66.11,59.2,123.54
ORD-002109,20250724,1,3,1,2,9,396.72,5.84,390.88,176.02,214.86,351.17
ORD-002110,20250708,3,2,1,3,2,145.79,2.85,142.94,62.08,80.86,138.81
ORD-002111,20251026,1,4,2,2,3,125.5,13.03,112.47,64.37,48.1,121.73
ORD-002112,20250626,1,5,3,3,5,202.78,0.54,202.24,121.59,80.65,199.81
ORD-002113,20250717,2,3,3,2,5,1293.18,32.71,1260.47,710.76,549.71,1428.9
ORD-002114,20250406,4,4,2,2,2,218.65,1.54,217.11,92.48,124.63,191.81
ORD-002115,20260322,1,4,3,2,3,124.94,3.26,121.68,51.96,69.72,124.29
ORD-002116,20251216,4,4,1,2,1,118.07,5.75,112.32,59.49,52.83,102.18
ORD-002117,20250929,3,1,2,1,3,243.84,10.38,233.46,126.36,107.1,207.15
ORD-002118,20260608,4,2,2,3,1,126.84,6.48,120.36,60.77,59.59,115.63
ORD-002119,20250702,1,3,3,2,1,46.6,0.94,45.66,25.43,20.23,47.97
ORD-002120,20260310,2,4,1,1,4,999.98,165.06,834.92,444.68,390.24,832.65
ORD-002121,20251204,4,5,1,1,3,336.73,5.25,331.48,200.89,130.59,338.74
ORD-002122,20251003,4,4,1,2,4,460.62,9.19,451.43,289.99,161.44,418.1
ORD-002123,20250826,3,4,2,1,4,310.39,2.96,307.43,157.19,150.24,349.09
ORD-002124,20260731,3,1,2,3,1,74.44,1.3,73.14,39.48,33.66,78.12
ORD-002125,20250828,2,5,1,3,1,258.7,1.58,257.12,144.89,112.23,277.22
ORD-002126,20250414,3,2,3,3,3,244.68,3.37,241.31,125.72,115.59,247.7
ORD-002127,20260122,1,4,3,2,1,46.67,1.81,44.86,27.13,17.73,42.18
ORD-002128,20260326,2,5,1,1,1,246.18,13.42,232.76,123.64,109.12,218.69
ORD-002129,20250305,3,5,1,3,4,318.53,26.31,292.22,166.52,125.7,320.91
ORD-002130,20250315,2,3,1,3,2,508.05,3.35,504.7,235.13,269.57,528.18
ORD-002131,20260403,2,2,2,3,2,503.73,6.44,497.29,311.96,185.33,452.03
ORD-002132,20250918,3,1,3,2,2,147.08,5.13,141.95,74.24,67.71,161.3
ORD-002133,20260318,3,3,1,2,2,150.6,4.11,146.49,61.89,84.6,136.51
ORD-002134,20260525,4,4,3,3,1,124.01,3.57,120.44,63.89,56.55,125.65
ORD-002135,20250109,1,4,3,2,2,84.56,3.36,81.2,53.52,27.68,83.77
ORD-002136,20260724,1,2,3,3,3,132.33,4.32,128.01,83.2,44.81,135.76
ORD-002137,20250118,3,3,2,3,1,79.93,3.17,76.76,40.37,36.39,74.9
ORD-002138,20250126,4,4,2,3,2,256.8,10.49,246.31,145.07,101.24,270.67
ORD-002139,20260204,3,5,3,3,4,299.31,14.21,285.1,137.72,147.38,312.05
ORD-002140,20250430,4,4,1,3,2,223.89,3.33,220.56,143.21,77.35,225.14
ORD-002141,20250126,1,4,1,3,4,178.82,3.02,175.8,114.15,61.65,184.74
ORD-002142,20250528,3,4,2,3,3,231.91,28.2,203.71,109.2,94.51,179.49
ORD-002143,20260615,3,4,2,3,4,288.76,5.11,283.65,129.37,154.28,261.77
ORD-002144,20260422,1,1,2,2,5,237.37,3.99,233.38,113.46,119.92,264.5
ORD-002145,20260707,1,4,2,2,2,82.91,6.68,76.23,44.15,32.08,84.48
ORD-002146,20251207,1,4,3,2,2,89.01,5.75,83.26,43.51,39.75,82.52
ORD-002147,20260331,1,4,1,3,1,44.22,2.96,41.26,18.54,22.72,45.9
ORD-002148,20250514,1,3,2,3,2,82.86,1.54,81.32,50.58,30.74,91.74
ORD-002149,20260701,3,4,1,1,1,81.42,2.22,79.2,45.67,33.53,85.72
ORD-002150,20260421,1,4,1,3,1,47.13,2.45,44.68,20.41,24.27,42.17
ORD-002151,20260602,3,1,2,2,5,402.58,13.71,388.87,240.11,148.76,345.51
ORD-002152,20260613,2,5,3,1,3,773.43,61.65,711.78,414.06,297.72,682.59
ORD-002153,20260308,2,2,2,3,1,235.36,1.35,234.01,104.7,129.31,247.03
ORD-002154,20250807,1,4,2,1,1,46.87,3.52,43.35,27.75,15.6,41.99
ORD-002155,20260127,3,4,3,2,2,151.91,4.32,147.59,77.11,70.48,135.94
ORD-002156,20251128,2,4,3,1,3,714.78,9.38,705.4,353.77,351.63,747.03
ORD-002157,20251206,1,2,1,3,2,95.32,0.43,94.89,62.57,32.32,91.32
ORD-002158,20251126,1,4,3,3,2,84.28,7.26,77.02,43.05,33.97,85.75
ORD-002159,20251014,1,4,2,3,2,94.34,2.88,91.46,57.82,33.64,83.78
ORD-002160,20250804,2,4,1,2,1,251.71,2.13,249.58,129.06,120.52,269.99
ORD-002161,20260306,2,2,1,3,4,915.11,6.08,909.03,580.96,328.07,814.29
ORD-002162,20250419,4,4,1,3,4,510.49,7.74,502.75,280.91,221.84,564.07
ORD-002163,20260704,3,3,3,3,4,278.0,12.69,265.31,135.72,129.59,301.84
ORD-002164,20260220,3,3,1,3,3,209.08,1.88,207.2,108.51,98.69,194.37
ORD-002165,20260627,2,4,1,2,2,439.12,22.76,416.36,217.14,199.22,412.82
ORD-002166,20250624,1,2,2,2,2,85.0,0.88,84.12,41.03,43.09,74.17
ORD-002167,20260304,3,5,1,2,3,230.94,8.47,222.47,144.38,78.09,234.45
ORD-002168,20260618,4,1,3,3,5,584.29,1.03,583.26,321.32,261.94,588.86
ORD-002169,20250430,2,5,3,2,3,703.33,34.31,669.02,412.88,256.14,703.82
ORD-002170,20260521,3,5,2,3,4,291.48,16.68,274.8,143.15,131.65,271.51
ORD-002171,20260726,4,5,1,1,2,245.34,14.52,230.82,142.54,88.28,213.83
ORD-002172,20260703,3,2,1,1,4,281.41,2.15,279.26,153.1,126.16,272.4
ORD-002173,20260616,3,1,2,2,3,229.63,4.89,224.74,134.76,89.98,245.92
ORD-002174,20250926,3,2,1,3,5,366.94,47.35,319.59,146.52,173.07,362.68
ORD-002175,20250426,3,2,3,2,2,154.4,12.11,142.29,67.96,74.33,133.99
ORD-002176,20260104,3,5,1,3,2,155.07,1.82,153.25,71.82,81.43,171.7
ORD-002177,20251115,1,2,1,3,3,128.71,4.39,124.32,77.21,47.11,128.6
ORD-002178,20260424,4,1,3,3,3,330.12,0.33,329.79,181.41,148.38,346.58
ORD-002179,20260203,4,2,1,3,5,614.45,28.2,586.25,372.49,213.76,562.78
ORD-002180,20260702,4,4,3,3,3,325.78,23.77,302.01,149.47,152.54,275.77
ORD-002181,20260717,4,4,1,1,5,583.09,8.48,574.61,329.51,245.1,590.02
ORD-002182,20250628,4,1,1,3,1,130.63,12.65,117.98,73.36,44.62,115.71
ORD-002183,20260610,3,1,3,3,3,202.6,10.28,192.32,108.46,83.86,179.53
ORD-002184,20250919,4,3,3,2,5,612.45,67.11,545.34,249.51,295.83,548.52
ORD-002185,20260302,3,2,2,1,2,142.35,11.28,131.07,68.52,62.55,147.79
ORD-002186,20260123,3,1,3,3,5,353.32,28.66,324.66,184.17,140.49,337.92
ORD-002187,20260512,1,2,3,1,3,126.74,4.35,122.39,54.71,67.68,138.01
ORD-002188,20250625,2,4,1,3,3,740.39,27.99,712.4,371.53,340.87,633.0
ORD-002189,20251109,2,4,2,2,3,695.85,63.53,632.32,288.32,344.0,699.52
ORD-002190,20260101,4,4,1,3,2,230.57,16.52,214.05,93.11,120.94,190.68
ORD-002191,20260303,3,1,2,1,2,146.05,7.15,138.9,89.73,49.17,146.08
